,index,Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,total_sales
11183,11218,187269,AAA Batteries (4-pack),1,2.99,04/26/19 11:26,"789 Lakeview St, Austin, TX 73301",2.99
11184,11219,187270,USB-C Charging Cable,1,11.95,04/19/19 15:36,"230 River St, San Francisco, CA 94016",11.95
11185,11220,187271,Apple Airpods Headphones,1,150,04/10/19 13:29,"440 Madison St, Portland, OR 97035",150.0
11186,11221,187272,34in Ultrawide Monitor,1,379.99,04/07/19 19:47,"249 Lake St, Dallas, TX 75001",379.99
11187,11222,187273,Apple Airpods Headphones,1,150,04/15/19 20:03,"22 Maple St, New York City, NY 10001",150.0
11188,11223,187274,Google Phone,1,600,04/17/19 19:15,"214 Jefferson St, Seattle, WA 98101",600.0
11189,11224,187275,20in Monitor,1,109.99,04/15/19 19:01,"90 Maple St, New York City, NY 10001",109.99
11190,11225,187276,Apple Airpods Headphones,1,150,04/07/19 18:51,"869 13th St, San Francisco, CA 94016",150.0
11191,11226,187277,Lightning Charging Cable,1,14.95,04/28/19 09:43,"677 9th St, Los Angeles, CA 90001",14.95
11192,11227,187278,27in FHD Monitor,1,149.99,04/30/19 18:56,"764 Main St, Seattle, WA 98101",149.99
11193,11228,187279,Wired Headphones,1,11.99,04/12/19 09:04,"303 Dogwood St, San Francisco, CA 94016",11.99
11194,11229,187280,AA Batteries (4-pack),1,3.84,04/18/19 08:11,"717 4th St, Austin, TX 73301",3.84
11195,11230,187281,34in Ultrawide Monitor,1,379.99,04/10/19 11:01,"274 13th St, San Francisco, CA 94016",379.99
11196,11231,187282,Wired Headphones,1,11.99,04/07/19 19:12,"430 Washington St, Boston, MA 02215",11.99
11197,11232,187283,USB-C Charging Cable,1,11.95,04/07/19 12:51,"900 5th St, Los Angeles, CA 90001",11.95
11198,11233,187284,34in Ultrawide Monitor,1,379.99,04/21/19 19:24,"625 Hickory St, Los Angeles, CA 90001",379.99
11199,11234,187285,AAA Batteries (4-pack),1,2.99,04/13/19 18:12,"934 Meadow St, Los Angeles, CA 90001",2.99
11200,11235,187286,20in Monitor,1,109.99,04/23/19 16:31,"71 Jackson St, Austin, TX 73301",109.99
11201,11236,187287,Bose SoundSport Headphones,1,99.99,04/15/19 16:04,"305 Johnson St, Los Angeles, CA 90001",99.99
11202,11237,187288,USB-C Charging Cable,1,11.95,04/17/19 16:46,"390 Center St, Austin, TX 73301",11.95
11203,11238,187289,27in FHD Monitor,1,149.99,04/24/19 14:04,"936 9th St, Dallas, TX 75001",149.99
11204,11239,187290,Flatscreen TV,1,300,04/23/19 23:42,"475 Lake St, New York City, NY 10001",300.0
11205,11240,187291,Bose SoundSport Headphones,1,99.99,04/30/19 14:26,"812 6th St, Atlanta, GA 30301",99.99
11206,11241,187292,AA Batteries (4-pack),1,3.84,04/08/19 14:04,"604 Lincoln St, New York City, NY 10001",3.84
11207,11242,187293,AAA Batteries (4-pack),1,2.99,04/19/19 12:57,"883 Chestnut St, San Francisco, CA 94016",2.99
11208,11243,187294,AAA Batteries (4-pack),2,2.99,04/10/19 12:40,"139 Forest St, New York City, NY 10001",5.98
11209,11244,187295,AAA Batteries (4-pack),1,2.99,04/29/19 12:34,"304 Hill St, Los Angeles, CA 90001",2.99
11210,11245,187296,USB-C Charging Cable,1,11.95,04/29/19 16:15,"994 7th St, Atlanta, GA 30301",11.95
11211,11246,187297,USB-C Charging Cable,1,11.95,04/01/19 14:15,"774 Lakeview St, Boston, MA 02215",11.95
11212,11247,187298,27in FHD Monitor,1,149.99,04/17/19 15:32,"209 Walnut St, San Francisco, CA 94016",149.99
11213,11248,187299,Wired Headphones,1,11.99,04/15/19 16:10,"110 7th St, Austin, TX 73301",11.99
11214,11249,187300,Google Phone,1,600,04/21/19 16:11,"764 Highland St, Seattle, WA 98101",600.0
11215,11250,187301,Flatscreen TV,1,300,04/15/19 21:43,"507 Hill St, Austin, TX 73301",300.0
11216,11251,187302,AA Batteries (4-pack),1,3.84,04/20/19 19:28,"321 Jefferson St, Atlanta, GA 30301",3.84
11217,11252,187303,Wired Headphones,1,11.99,04/29/19 12:27,"540 2nd St, New York City, NY 10001",11.99
11218,11253,187304,27in FHD Monitor,1,149.99,04/15/19 14:17,"47 Highland St, Portland, OR 97035",149.99
11219,11254,187305,Bose SoundSport Headphones,1,99.99,04/18/19 14:06,"394 1st St, San Francisco, CA 94016",99.99
11220,11255,187306,Bose SoundSport Headphones,1,99.99,04/12/19 15:53,"402 7th St, Portland, ME 04101",99.99
11221,11256,187307,AA Batteries (4-pack),1,3.84,04/24/19 15:51,"827 Wilson St, Austin, TX 73301",3.84
11222,11257,187307,27in FHD Monitor,1,149.99,04/24/19 15:51,"827 Wilson St, Austin, TX 73301",149.99
11223,11258,187308,Wired Headphones,1,11.99,04/26/19 19:21,"816 Meadow St, Atlanta, GA 30301",11.99
11224,11259,187309,27in 4K Gaming Monitor,1,389.99,04/14/19 10:15,"301 5th St, New York City, NY 10001",389.99
11225,11260,187310,AA Batteries (4-pack),1,3.84,04/12/19 11:32,"853 Highland St, San Francisco, CA 94016",3.84
11226,11261,187311,Wired Headphones,1,11.99,04/12/19 23:02,"413 Hickory St, San Francisco, CA 94016",11.99
11227,11262,187312,Google Phone,1,600,04/05/19 20:33,"15 Main St, Atlanta, GA 30301",600.0
11228,11263,187313,27in FHD Monitor,1,149.99,04/29/19 12:03,"623 6th St, Atlanta, GA 30301",149.99
11229,11264,187314,AAA Batteries (4-pack),1,2.99,04/06/19 09:15,"522 Madison St, New York City, NY 10001",2.99
11230,11265,187315,Lightning Charging Cable,1,14.95,04/11/19 10:22,"687 Wilson St, San Francisco, CA 94016",14.95
11231,11266,187316,Wired Headphones,1,11.99,04/22/19 18:03,"881 Meadow St, Los Angeles, CA 90001",11.99
11232,11267,187317,Bose SoundSport Headphones,1,99.99,04/12/19 11:03,"133 4th St, Seattle, WA 98101",99.99
11233,11268,187318,Lightning Charging Cable,1,14.95,04/28/19 20:09,"626 13th St, Dallas, TX 75001",14.95
11234,11269,187319,AAA Batteries (4-pack),1,2.99,04/02/19 01:34,"600 1st St, Atlanta, GA 30301",2.99
11235,11270,187320,AAA Batteries (4-pack),1,2.99,04/12/19 11:41,"55 South St, San Francisco, CA 94016",2.99
11236,11271,187321,20in Monitor,1,109.99,04/25/19 12:12,"609 Highland St, Austin, TX 73301",109.99
11238,11273,187322,Bose SoundSport Headphones,1,99.99,04/30/19 20:29,"846 13th St, San Francisco, CA 94016",99.99
11239,11274,187323,AAA Batteries (4-pack),2,2.99,04/29/19 17:01,"723 North St, Portland, OR 97035",5.98
11240,11275,187324,Bose SoundSport Headphones,1,99.99,04/28/19 19:51,"490 Main St, Dallas, TX 75001",99.99
11241,11276,187325,Wired Headphones,1,11.99,04/01/19 18:25,"250 1st St, New York City, NY 10001",11.99
11242,11277,187326,AA Batteries (4-pack),2,3.84,04/11/19 21:34,"138 Lake St, Dallas, TX 75001",7.68
11243,11279,187327,USB-C Charging Cable,1,11.95,04/11/19 19:14,"202 Sunset St, Portland, OR 97035",11.95
11244,11280,187328,Lightning Charging Cable,1,14.95,04/21/19 09:37,"731 Jefferson St, Seattle, WA 98101",14.95
11245,11281,187329,AAA Batteries (4-pack),1,2.99,04/10/19 14:09,"182 Cedar St, San Francisco, CA 94016",2.99
11246,11282,187330,LG Washing Machine,1,600.0,04/28/19 16:46,"823 River St, San Francisco, CA 94016",600.0
11247,11283,187331,Lightning Charging Cable,1,14.95,04/16/19 14:05,"798 Hickory St, San Francisco, CA 94016",14.95
11248,11284,187332,AAA Batteries (4-pack),2,2.99,04/03/19 09:07,"332 River St, Atlanta, GA 30301",5.98
11249,11285,187333,LG Washing Machine,1,600.0,04/21/19 18:22,"18 Jefferson St, Los Angeles, CA 90001",600.0
11250,11286,187334,Wired Headphones,1,11.99,04/19/19 06:13,"982 Washington St, Austin, TX 73301",11.99
11251,11287,187335,Apple Airpods Headphones,1,150,04/16/19 21:18,"869 Pine St, Los Angeles, CA 90001",150.0
11252,11288,187336,USB-C Charging Cable,1,11.95,04/30/19 20:53,"2 West St, Dallas, TX 75001",11.95
11253,11289,187337,Lightning Charging Cable,1,14.95,04/13/19 20:56,"419 Park St, New York City, NY 10001",14.95
11254,11290,187338,AAA Batteries (4-pack),1,2.99,04/26/19 14:01,"810 Hill St, New York City, NY 10001",2.99
11255,11291,187339,AA Batteries (4-pack),1,3.84,04/04/19 16:10,"385 Dogwood St, Boston, MA 02215",3.84
11256,11292,187340,20in Monitor,1,109.99,04/10/19 21:33,"783 South St, San Francisco, CA 94016",109.99
11257,11293,187341,Apple Airpods Headphones,1,150,04/18/19 17:10,"77 6th St, Dallas, TX 75001",150.0
11258,11294,187342,Apple Airpods Headphones,1,150,04/09/19 20:22,"526 Center St, Atlanta, GA 30301",150.0
11259,11295,187343,Lightning Charging Cable,1,14.95,04/24/19 08:32,"15 Jefferson St, Los Angeles, CA 90001",14.95
11260,11296,187344,Lightning Charging Cable,1,14.95,04/24/19 20:54,"729 Highland St, Los Angeles, CA 90001",14.95
11261,11297,187345,Lightning Charging Cable,1,14.95,04/27/19 10:09,"951 Johnson St, Portland, OR 97035",14.95
11262,11298,187346,20in Monitor,1,109.99,04/01/19 23:52,"10 Meadow St, San Francisco, CA 94016",109.99
11263,11299,187347,Macbook Pro Laptop,1,1700,04/27/19 13:43,"289 Hickory St, San Francisco, CA 94016",1700.0
11264,11300,187348,AA Batteries (4-pack),1,3.84,04/24/19 17:59,"306 North St, Dallas, TX 75001",3.84
11265,11301,187349,Wired Headphones,1,11.99,04/02/19 15:15,"890 Spruce St, New York City, NY 10001",11.99
11266,11302,187350,27in 4K Gaming Monitor,1,389.99,04/08/19 14:53,"196 Spruce St, Seattle, WA 98101",389.99
11267,11303,187351,Bose SoundSport Headphones,1,99.99,04/18/19 15:38,"728 Highland St, Seattle, WA 98101",99.99
11268,11304,187352,ThinkPad Laptop,1,999.99,04/20/19 09:27,"517 Wilson St, San Francisco, CA 94016",999.99
11269,11305,187353,Google Phone,1,600,04/17/19 16:02,"559 South St, San Francisco, CA 94016",600.0
11270,11306,187354,iPhone,1,700,04/04/19 08:11,"966 Meadow St, Dallas, TX 75001",700.0
11271,11307,187355,AA Batteries (4-pack),1,3.84,04/04/19 11:28,"961 Forest St, New York City, NY 10001",3.84
11272,11308,187356,Apple Airpods Headphones,1,150,04/10/19 11:29,"239 8th St, Seattle, WA 98101",150.0
11273,11309,187357,iPhone,1,700,04/26/19 11:58,"944 North St, San Francisco, CA 94016",700.0
11274,11310,187357,Lightning Charging Cable,1,14.95,04/26/19 11:58,"944 North St, San Francisco, CA 94016",14.95
11275,11311,187358,27in 4K Gaming Monitor,1,389.99,04/05/19 20:31,"339 5th St, San Francisco, CA 94016",389.99
11276,11312,187359,Lightning Charging Cable,1,14.95,04/19/19 18:18,"615 Wilson St, Dallas, TX 75001",14.95
11277,11313,187360,Macbook Pro Laptop,1,1700,04/06/19 15:41,"383 8th St, Los Angeles, CA 90001",1700.0
11278,11314,187361,AAA Batteries (4-pack),1,2.99,04/14/19 15:30,"448 Main St, Los Angeles, CA 90001",2.99
11279,11315,187362,Apple Airpods Headphones,1,150,04/03/19 16:15,"83 Wilson St, San Francisco, CA 94016",150.0
11280,11316,187363,Lightning Charging Cable,1,14.95,04/30/19 15:07,"603 Jefferson St, Seattle, WA 98101",14.95
11281,11317,187364,Bose SoundSport Headphones,1,99.99,04/26/19 19:31,"95 Madison St, San Francisco, CA 94016",99.99
11282,11318,187365,USB-C Charging Cable,1,11.95,04/26/19 08:17,"245 Lake St, Atlanta, GA 30301",11.95
11283,11319,187366,ThinkPad Laptop,1,999.99,04/21/19 19:51,"706 14th St, San Francisco, CA 94016",999.99
11284,11320,187367,iPhone,1,700,04/22/19 21:30,"841 Church St, Boston, MA 02215",700.0
11285,11321,187368,USB-C Charging Cable,1,11.95,04/18/19 23:31,"57 Johnson St, Atlanta, GA 30301",11.95
11286,11322,187369,Google Phone,1,600,04/30/19 19:50,"99 Cedar St, New York City, NY 10001",600.0
11287,11323,187369,Wired Headphones,1,11.99,04/30/19 19:50,"99 Cedar St, New York City, NY 10001",11.99
11288,11324,187370,iPhone,1,700,04/19/19 21:59,"958 Hill St, Los Angeles, CA 90001",700.0
11289,11325,187371,AA Batteries (4-pack),1,3.84,04/23/19 18:06,"763 Washington St, Austin, TX 73301",3.84
11290,11326,187372,Apple Airpods Headphones,1,150,04/02/19 14:12,"64 Cherry St, San Francisco, CA 94016",150.0
11291,11327,187373,AA Batteries (4-pack),1,3.84,04/02/19 13:48,"651 7th St, Los Angeles, CA 90001",3.84
11292,11328,187374,Google Phone,1,600,04/06/19 18:42,"112 Hickory St, Los Angeles, CA 90001",600.0
11293,11329,187375,AA Batteries (4-pack),1,3.84,04/05/19 14:41,"225 Walnut St, New York City, NY 10001",3.84
11294,11330,187376,AA Batteries (4-pack),2,3.84,04/23/19 21:37,"729 Hickory St, New York City, NY 10001",7.68
11295,11331,187377,27in FHD Monitor,1,149.99,04/03/19 20:12,"95 13th St, Los Angeles, CA 90001",149.99
11296,11332,187378,Lightning Charging Cable,1,14.95,04/21/19 09:41,"914 Park St, San Francisco, CA 94016",14.95
11297,11333,187379,USB-C Charging Cable,1,11.95,04/10/19 19:06,"504 10th St, Los Angeles, CA 90001",11.95
11298,11334,187379,USB-C Charging Cable,1,11.95,04/10/19 19:06,"504 10th St, Los Angeles, CA 90001",11.95
11299,11335,187380,Flatscreen TV,1,300,04/24/19 12:48,"831 Meadow St, Los Angeles, CA 90001",300.0
11300,11336,187381,20in Monitor,1,109.99,04/28/19 11:15,"337 13th St, Atlanta, GA 30301",109.99
11301,11337,187382,USB-C Charging Cable,1,11.95,04/05/19 19:29,"294 Church St, Portland, OR 97035",11.95
11302,11338,187383,Wired Headphones,1,11.99,04/03/19 18:59,"89 Jefferson St, Boston, MA 02215",11.99
11303,11339,187384,AAA Batteries (4-pack),2,2.99,04/02/19 04:28,"108 Park St, San Francisco, CA 94016",5.98
11304,11340,187385,Lightning Charging Cable,1,14.95,04/18/19 20:26,"369 11th St, Seattle, WA 98101",14.95
11305,11341,187385,Google Phone,1,600,04/18/19 20:26,"369 11th St, Seattle, WA 98101",600.0
11306,11342,187386,Wired Headphones,1,11.99,04/14/19 14:58,"258 Maple St, Atlanta, GA 30301",11.99
11307,11343,187387,Apple Airpods Headphones,1,150,04/24/19 21:48,"12 14th St, San Francisco, CA 94016",150.0
11308,11344,187388,27in FHD Monitor,1,149.99,04/28/19 14:00,"55 Elm St, San Francisco, CA 94016",149.99
11309,11345,187389,Bose SoundSport Headphones,1,99.99,04/03/19 13:42,"860 River St, Austin, TX 73301",99.99
11310,11346,187390,Bose SoundSport Headphones,1,99.99,04/06/19 12:52,"364 South St, Boston, MA 02215",99.99
11311,11347,187391,AAA Batteries (4-pack),2,2.99,04/11/19 21:18,"63 Sunset St, Dallas, TX 75001",5.98
11312,11348,187392,Lightning Charging Cable,1,14.95,04/17/19 10:37,"41 14th St, Atlanta, GA 30301",14.95
11313,11349,187393,USB-C Charging Cable,1,11.95,04/22/19 01:10,"921 West St, Austin, TX 73301",11.95
11314,11350,187394,AA Batteries (4-pack),1,3.84,04/04/19 11:25,"117 Jefferson St, New York City, NY 10001",3.84
11315,11351,187395,AA Batteries (4-pack),1,3.84,04/17/19 19:05,"957 Forest St, Atlanta, GA 30301",3.84
11316,11352,187396,Wired Headphones,1,11.99,04/26/19 04:43,"132 10th St, Austin, TX 73301",11.99
11317,11353,187397,USB-C Charging Cable,1,11.95,04/13/19 00:30,"661 9th St, Boston, MA 02215",11.95
11318,11354,187398,Wired Headphones,1,11.99,04/22/19 07:53,"398 Hickory St, San Francisco, CA 94016",11.99
11319,11355,187399,AAA Batteries (4-pack),1,2.99,04/16/19 19:59,"319 10th St, Los Angeles, CA 90001",2.99
11320,11356,187400,Wired Headphones,1,11.99,04/16/19 12:59,"704 Willow St, Boston, MA 02215",11.99
11321,11357,187401,USB-C Charging Cable,1,11.95,04/14/19 12:02,"593 West St, Atlanta, GA 30301",11.95
11322,11358,187402,Lightning Charging Cable,1,14.95,04/14/19 03:06,"236 2nd St, San Francisco, CA 94016",14.95
11323,11359,187403,AA Batteries (4-pack),2,3.84,04/24/19 10:22,"749 Main St, San Francisco, CA 94016",7.68
11324,11360,187404,Lightning Charging Cable,1,14.95,04/23/19 18:39,"726 River St, San Francisco, CA 94016",14.95
11325,11361,187405,iPhone,1,700,04/11/19 07:33,"95 12th St, Portland, OR 97035",700.0
11326,11362,187405,Lightning Charging Cable,1,14.95,04/11/19 07:33,"95 12th St, Portland, OR 97035",14.95
11327,11363,187406,Wired Headphones,2,11.99,04/16/19 16:22,"504 Walnut St, Boston, MA 02215",23.98
11328,11364,187407,iPhone,1,700,04/01/19 23:59,"229 Park St, Seattle, WA 98101",700.0
11329,11365,187408,Wired Headphones,1,11.99,04/29/19 12:25,"676 12th St, Los Angeles, CA 90001",11.99
11330,11366,187409,AAA Batteries (4-pack),2,2.99,04/21/19 10:07,"266 Johnson St, Seattle, WA 98101",5.98
11331,11367,187410,AA Batteries (4-pack),1,3.84,04/27/19 09:52,"494 10th St, Boston, MA 02215",3.84
11332,11368,187411,USB-C Charging Cable,1,11.95,04/18/19 12:00,"404 Maple St, San Francisco, CA 94016",11.95
11333,11369,187412,Macbook Pro Laptop,1,1700,04/10/19 14:07,"951 Dogwood St, New York City, NY 10001",1700.0
11334,11370,187413,27in FHD Monitor,1,149.99,04/07/19 11:28,"508 12th St, Boston, MA 02215",149.99
11335,11371,187414,AAA Batteries (4-pack),1,2.99,04/14/19 18:53,"766 Madison St, San Francisco, CA 94016",2.99
11336,11372,187415,Lightning Charging Cable,1,14.95,04/04/19 17:39,"737 11th St, Los Angeles, CA 90001",14.95
11337,11373,187416,Vareebadd Phone,1,400,04/20/19 12:25,"373 Forest St, Los Angeles, CA 90001",400.0
11338,11374,187417,Lightning Charging Cable,1,14.95,04/13/19 14:43,"33 Lincoln St, Boston, MA 02215",14.95
11339,11375,187418,Lightning Charging Cable,1,14.95,04/18/19 20:09,"122 10th St, San Francisco, CA 94016",14.95
11340,11376,187419,AA Batteries (4-pack),1,3.84,04/22/19 17:52,"159 River St, Los Angeles, CA 90001",3.84
11341,11377,187420,Wired Headphones,1,11.99,04/28/19 10:11,"441 Ridge St, Los Angeles, CA 90001",11.99
11342,11378,187421,AA Batteries (4-pack),1,3.84,04/25/19 18:14,"415 Elm St, New York City, NY 10001",3.84
11343,11379,187422,AA Batteries (4-pack),1,3.84,04/16/19 18:26,"956 Pine St, Dallas, TX 75001",3.84
11344,11380,187423,Vareebadd Phone,1,400,04/01/19 11:49,"786 Hickory St, Seattle, WA 98101",400.0
11345,11381,187423,Wired Headphones,1,11.99,04/01/19 11:49,"786 Hickory St, Seattle, WA 98101",11.99
11346,11382,187424,USB-C Charging Cable,1,11.95,04/15/19 23:40,"182 Jefferson St, Los Angeles, CA 90001",11.95
11347,11383,187425,Wired Headphones,1,11.99,04/05/19 21:12,"892 North St, Austin, TX 73301",11.99
11348,11384,187426,Flatscreen TV,1,300,04/16/19 16:27,"758 2nd St, Los Angeles, CA 90001",300.0
11349,11385,187427,AA Batteries (4-pack),1,3.84,04/22/19 08:06,"819 North St, Portland, OR 97035",3.84
11350,11386,187428,27in 4K Gaming Monitor,1,389.99,04/28/19 13:03,"444 Jackson St, San Francisco, CA 94016",389.99
11351,11387,187429,USB-C Charging Cable,1,11.95,04/11/19 18:00,"247 Madison St, Austin, TX 73301",11.95
11352,11388,187430,20in Monitor,1,109.99,04/26/19 14:18,"16 Highland St, Boston, MA 02215",109.99
11353,11389,187431,ThinkPad Laptop,1,999.99,04/11/19 18:15,"178 12th St, New York City, NY 10001",999.99
11354,11390,187432,34in Ultrawide Monitor,1,379.99,04/12/19 11:57,"116 Main St, San Francisco, CA 94016",379.99
11355,11391,187433,LG Dryer,1,600.0,04/18/19 16:32,"141 Church St, Los Angeles, CA 90001",600.0
11356,11392,187434,USB-C Charging Cable,1,11.95,04/07/19 21:55,"318 Cedar St, Portland, OR 97035",11.95
11357,11393,187435,AAA Batteries (4-pack),4,2.99,04/03/19 21:29,"814 9th St, Portland, OR 97035",11.96
11358,11394,187436,USB-C Charging Cable,1,11.95,04/18/19 09:13,"982 Walnut St, Boston, MA 02215",11.95
11359,11395,187437,Flatscreen TV,1,300,04/15/19 21:57,"732 5th St, Boston, MA 02215",300.0
11360,11396,187438,Bose SoundSport Headphones,1,99.99,04/06/19 12:55,"500 2nd St, San Francisco, CA 94016",99.99
11361,11397,187439,Apple Airpods Headphones,1,150,04/23/19 14:09,"732 5th St, San Francisco, CA 94016",150.0
11362,11398,187440,AAA Batteries (4-pack),1,2.99,04/19/19 08:00,"384 7th St, San Francisco, CA 94016",2.99
11363,11399,187441,20in Monitor,1,109.99,04/22/19 14:25,"757 Spruce St, Dallas, TX 75001",109.99
11364,11400,187442,Vareebadd Phone,1,400,04/20/19 03:39,"978 West St, San Francisco, CA 94016",400.0
11365,11401,187442,USB-C Charging Cable,1,11.95,04/20/19 03:39,"978 West St, San Francisco, CA 94016",11.95
11366,11402,187443,Bose SoundSport Headphones,1,99.99,04/01/19 14:25,"495 5th St, San Francisco, CA 94016",99.99
11367,11403,187444,AA Batteries (4-pack),1,3.84,04/20/19 16:57,"512 North St, Los Angeles, CA 90001",3.84
11368,11404,187445,Wired Headphones,1,11.99,04/24/19 22:45,"468 Meadow St, Los Angeles, CA 90001",11.99
11369,11405,187446,27in 4K Gaming Monitor,1,389.99,04/06/19 02:05,"649 North St, Seattle, WA 98101",389.99
11370,11406,187447,AA Batteries (4-pack),1,3.84,04/20/19 13:09,"758 North St, New York City, NY 10001",3.84
11371,11407,187448,USB-C Charging Cable,1,11.95,04/14/19 17:21,"798 Washington St, Atlanta, GA 30301",11.95
11372,11408,187449,AA Batteries (4-pack),1,3.84,04/18/19 23:59,"598 10th St, Boston, MA 02215",3.84
11373,11409,187450,27in FHD Monitor,1,149.99,04/29/19 18:02,"334 5th St, Boston, MA 02215",149.99
11374,11410,187451,Bose SoundSport Headphones,1,99.99,04/10/19 16:04,"994 West St, Los Angeles, CA 90001",99.99
11375,11411,187452,Wired Headphones,1,11.99,04/05/19 16:35,"570 4th St, San Francisco, CA 94016",11.99
11376,11412,187453,Apple Airpods Headphones,1,150,04/29/19 10:02,"813 7th St, San Francisco, CA 94016",150.0
11377,11413,187453,Bose SoundSport Headphones,1,99.99,04/29/19 10:02,"813 7th St, San Francisco, CA 94016",99.99
11378,11414,187454,27in 4K Gaming Monitor,1,389.99,04/06/19 22:12,"45 Adams St, New York City, NY 10001",389.99
11379,11415,187455,Flatscreen TV,1,300,04/19/19 21:23,"371 Pine St, New York City, NY 10001",300.0
11380,11416,187456,AA Batteries (4-pack),2,3.84,04/09/19 16:58,"204 Pine St, Dallas, TX 75001",7.68
11381,11417,187457,Bose SoundSport Headphones,1,99.99,04/24/19 11:20,"243 River St, San Francisco, CA 94016",99.99
11382,11418,187458,34in Ultrawide Monitor,1,379.99,04/10/19 11:05,"290 Highland St, San Francisco, CA 94016",379.99
11383,11419,187459,34in Ultrawide Monitor,1,379.99,04/28/19 17:14,"828 Hickory St, New York City, NY 10001",379.99
11384,11420,187460,Macbook Pro Laptop,1,1700,04/16/19 16:52,"187 Hickory St, Seattle, WA 98101",1700.0
11385,11421,187461,Lightning Charging Cable,1,14.95,04/22/19 23:01,"277 Adams St, New York City, NY 10001",14.95
11386,11422,187462,USB-C Charging Cable,1,11.95,04/05/19 20:13,"574 14th St, San Francisco, CA 94016",11.95
11387,11423,187463,Google Phone,1,600,04/11/19 08:16,"842 Madison St, Los Angeles, CA 90001",600.0
11388,11424,187463,USB-C Charging Cable,1,11.95,04/11/19 08:16,"842 Madison St, Los Angeles, CA 90001",11.95
11389,11425,187463,Wired Headphones,1,11.99,04/11/19 08:16,"842 Madison St, Los Angeles, CA 90001",11.99
11390,11426,187464,iPhone,1,700,04/05/19 22:30,"460 Center St, Austin, TX 73301",700.0
11391,11427,187464,Lightning Charging Cable,1,14.95,04/05/19 22:30,"460 Center St, Austin, TX 73301",14.95
11392,11428,187465,27in 4K Gaming Monitor,1,389.99,04/29/19 09:24,"296 North St, San Francisco, CA 94016",389.99
11393,11429,187466,AAA Batteries (4-pack),1,2.99,04/13/19 11:45,"401 Cherry St, Dallas, TX 75001",2.99
11394,11430,187467,AA Batteries (4-pack),3,3.84,04/13/19 11:50,"747 Center St, New York City, NY 10001",11.52
11395,11431,187468,AAA Batteries (4-pack),1,2.99,04/15/19 20:08,"803 Washington St, New York City, NY 10001",2.99
11396,11432,187469,Apple Airpods Headphones,1,150,04/27/19 19:09,"173 14th St, Los Angeles, CA 90001",150.0
11397,11433,187469,Lightning Charging Cable,1,14.95,04/27/19 19:09,"173 14th St, Los Angeles, CA 90001",14.95
11398,11434,187470,USB-C Charging Cable,1,11.95,04/14/19 16:07,"80 Maple St, Atlanta, GA 30301",11.95
11399,11435,187471,Bose SoundSport Headphones,1,99.99,04/21/19 12:00,"771 Highland St, San Francisco, CA 94016",99.99
11400,11436,187472,20in Monitor,1,109.99,04/20/19 16:02,"607 Lake St, Los Angeles, CA 90001",109.99
11401,11437,187473,Wired Headphones,1,11.99,04/05/19 19:22,"597 Washington St, Portland, OR 97035",11.99
11402,11438,187474,Bose SoundSport Headphones,1,99.99,04/17/19 09:20,"926 Cherry St, San Francisco, CA 94016",99.99
11403,11439,187475,AAA Batteries (4-pack),3,2.99,04/02/19 14:05,"859 Wilson St, Los Angeles, CA 90001",8.97
11404,11440,187476,Lightning Charging Cable,1,14.95,04/25/19 00:59,"429 Washington St, Boston, MA 02215",14.95
11405,11441,187477,AA Batteries (4-pack),2,3.84,04/26/19 08:58,"941 Sunset St, Atlanta, GA 30301",7.68
11406,11443,187478,ThinkPad Laptop,1,999.99,04/24/19 15:08,"680 Dogwood St, Boston, MA 02215",999.99
11407,11444,187479,AAA Batteries (4-pack),1,2.99,04/01/19 21:51,"237 Church St, Boston, MA 02215",2.99
11408,11445,187480,Bose SoundSport Headphones,1,99.99,04/24/19 09:25,"700 Hill St, Los Angeles, CA 90001",99.99
11409,11446,187481,Macbook Pro Laptop,1,1700,04/13/19 09:18,"979 Forest St, Seattle, WA 98101",1700.0
11410,11447,187482,Flatscreen TV,1,300,04/19/19 12:52,"209 Meadow St, San Francisco, CA 94016",300.0
11411,11448,187483,AA Batteries (4-pack),1,3.84,04/13/19 20:53,"813 Jackson St, San Francisco, CA 94016",3.84
11412,11449,187484,27in 4K Gaming Monitor,1,389.99,04/20/19 06:21,"651 Wilson St, San Francisco, CA 94016",389.99
11413,11450,187485,AAA Batteries (4-pack),2,2.99,04/06/19 22:46,"480 Adams St, Atlanta, GA 30301",5.98
11414,11451,187486,27in FHD Monitor,1,149.99,04/26/19 08:25,"105 Spruce St, Seattle, WA 98101",149.99
11415,11452,187487,Apple Airpods Headphones,1,150,04/02/19 15:40,"377 8th St, Dallas, TX 75001",150.0
11416,11453,187488,27in 4K Gaming Monitor,1,389.99,04/25/19 15:22,"420 9th St, San Francisco, CA 94016",389.99
11417,11454,187489,ThinkPad Laptop,1,999.99,04/18/19 12:38,"365 Lincoln St, Boston, MA 02215",999.99
11418,11455,187490,Bose SoundSport Headphones,1,99.99,04/13/19 19:27,"799 Pine St, Los Angeles, CA 90001",99.99
11419,11456,187491,20in Monitor,1,109.99,04/16/19 21:54,"719 10th St, Los Angeles, CA 90001",109.99
11420,11457,187492,USB-C Charging Cable,2,11.95,04/18/19 20:12,"845 South St, Seattle, WA 98101",23.9
11421,11458,187493,Lightning Charging Cable,1,14.95,04/08/19 16:02,"232 Forest St, San Francisco, CA 94016",14.95
